file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\KartDataFactory.java,kartracinggame.KartDataFactory,class,3,6,3,3,18,1,0,18,0,0.6984126,0.6666667,1.0,9,0,9,0,0,0,9,0,0,0,7,0,0,7,0,0,2,0,1,73,5,1,3,0,0,4,15,19,2,14,3,0,0,0,76,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\KartAction.java,kartracinggame.KartAction,enum,1,9,8,1,7,1,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,6,0,0,0,0,1,0,0,0,26,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Scene.java,kartracinggame.Scene,class,6,14,8,6,12,5,2,17,58,0.8958333,0.060606062,0.060606062,12,0,11,0,1,0,12,3,0,0,4,0,2,2,0,0,2,0,7,46,2,0,0,0,0,2,1,5,0,5,0,0,0,0,50,1025,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Main.java,kartracinggame.Main,class,9,10,1,9,14,6,0,26,26,0.7777778,0.1904762,0.2857143,9,1,7,2,0,0,7,0,0,0,4,0,0,4,0,0,0,0,2,72,0,1,3,1,0,0,2,5,0,4,2,1,0,0,63,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\ClientListenerThread.java,kartracinggame.ClientListenerThread,class,4,5,1,4,13,2,0,21,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,5,57,0,1,1,1,0,9,5,8,0,8,5,0,0,0,27,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Payload.java,kartracinggame.Payload,class,2,12,10,2,4,1,3,2,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\RoadManager.java,kartracinggame.RoadManager,class,2,3,1,2,12,1,0,13,0,0.25,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,41,2,2,1,0,4,0,2,13,3,12,3,0,0,0,34,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\SelectKartScene.java,kartracinggame.SelectKartScene,class,10,13,3,10,13,6,0,32,17,0.7301588,0.13333334,0.2,7,0,6,1,0,0,6,0,0,0,5,0,0,5,0,0,0,0,6,104,0,1,4,0,2,22,38,20,15,19,3,2,0,0,70,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\ServerTester.java,kartracinggame.ServerTester,class,0,0,0,0,6,1,0,13,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,3,3,0,3,0,0,1,0,1,37,0,2,1,1,0,8,1,10,0,8,3,0,0,0,30,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\ServerMain.java,kartracinggame.ServerMain,class,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\CollisionManager.java,kartracinggame.CollisionManager,class,3,7,4,3,24,1,0,11,23,0.7333333,0.39285713,0.39285713,10,2,8,2,0,0,8,0,0,0,3,1,0,3,0,0,0,0,0,58,6,2,1,0,12,0,0,13,4,12,3,0,0,0,39,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Animator.java,kartracinggame.Animator$TimerHandler,innerclass,1,1,0,1,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,2,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Client.java,kartracinggame.Client,class,4,13,9,4,12,1,0,10,7,0.71428573,0.4,0.6,7,1,5,2,0,0,5,0,0,0,4,1,0,4,0,0,1,0,0,66,1,2,2,2,0,2,1,5,0,5,2,1,0,0,41,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Server.java,kartracinggame.Server$Anonymous1,anonymous,4,4,0,4,5,1,0,10,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,0,0,3,4,1,4,4,0,0,0,20,-1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\PayloadType.java,kartracinggame.PayloadType,enum,1,5,4,1,6,1,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,5,0,0,0,0,1,0,0,0,24,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\SpeedMeter.java,kartracinggame.SpeedMeter,class,1,2,1,1,4,2,0,4,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,17,1,0,0,0,1,1,3,2,2,1,0,0,0,0,13,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\KartData.java,kartracinggame.KartData,class,2,9,7,2,14,1,0,5,27,0.70238096,0.35164836,0.73626375,14,0,14,0,0,0,14,0,0,0,5,0,0,5,0,0,0,0,1,54,7,0,0,0,0,5,1,8,1,6,0,0,0,0,20,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Server.java,kartracinggame.Server,class,7,11,4,7,101,1,0,35,27,0.7909092,0.3611111,0.41666666,11,1,9,2,0,0,9,0,0,4,10,1,0,10,0,0,2,0,2,291,2,5,6,3,0,5,140,84,120,21,4,1,0,0,94,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Animated.java,kartracinggame.Animated,class,2,10,8,2,25,1,3,14,124,0.8636364,0.17368421,0.5631579,20,0,20,0,0,0,20,1,0,0,11,0,0,11,0,0,2,0,4,96,10,1,2,1,0,6,12,25,3,14,2,0,0,0,65,1025,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Response.java,kartracinggame.Response,class,4,14,10,4,19,2,0,18,24,0.64102566,0.34615386,0.5,13,1,13,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,3,67,5,1,2,0,0,4,7,11,1,10,2,0,0,0,40,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\ServerUpdateListener.java,kartracinggame.ServerUpdateListener,interface,1,4,3,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Animator.java,kartracinggame.Animator,class,4,9,5,4,13,1,0,11,12,0.7,0.2857143,0.5714286,8,2,8,0,0,0,8,0,0,0,5,1,0,5,0,0,0,0,0,56,1,1,2,0,0,0,4,8,0,7,3,0,1,0,35,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\Kart.java,kartracinggame.Kart,class,9,14,5,9,25,2,0,32,31,0.78571427,0.4,0.8,14,0,10,4,0,0,10,0,0,0,8,0,0,8,0,0,2,0,1,107,4,2,2,1,4,2,9,12,10,10,2,0,0,0,64,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\AudioController.java,kartracinggame.AudioController,class,1,3,2,1,8,1,0,14,9,0.77777773,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,2,0,4,35,1,0,0,0,0,3,1,8,0,8,1,0,0,0,49,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\SelectKartScene.java,kartracinggame.SelectKartScene$Anonymous2,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,-1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\KartSelectedRequest.java,kartracinggame.KartSelectedRequest,class,2,5,3,2,4,2,0,3,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,16,2,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\SelectKartScene.java,kartracinggame.SelectKartScene$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,-1,0
C:\OOD\Java\Racing-Kart-Game-main\src\kartracinggame\KartMoveListener.java,kartracinggame.KartMoveListener,interface,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
